	contig_id	contig_name	contig_length	id	label	chromosome.Acidobacteria	chromosome.Actinobacteria	chromosome.Bacteroidetes	chromosome.Chlamydiae	chromosome.Chlorobi	chromosome.Chloroflexi	chromosome.Cyanobacteria	chromosome.DeinococcusThermus	chromosome.Firmicutes	chromosome.Fusobacteria	chromosome.Nitrospirae	chromosome.other	chromosome.Planctomycetes	chromosome.Proteobacteria	chromosome.Spirochaetes	chromosome.Tenericutes	chromosome.Thermotogae	chromosome.Verrucomicrobia	plasmid.Actinobacteria	plasmid.Bacteroidetes	plasmid.Chlamydiae	plasmid.Cyanobacteria	plasmid.DeinococcusThermus	plasmid.Firmicutes	plasmid.Fusobacteria	plasmid.other	plasmid.Proteobacteria	plasmid.Spirochaetes
10	10	contig_11	10968	13	chromosome.Proteobacteria	6.017678606440313e-05	0.00016632303595542908	0.0008835835033096373	0.0001455372985219583	0.006099851336330175	0.00042653587297536433	9.750862091095769e-07	1.5479243302252144e-05	4.827525117434561e-05	7.08264451532159e-06	0.0002008828305406496	0.0007158129592426121	7.304668088181643e-06	0.9801356792449951	0.005195526406168938	3.547285416516388e-07	3.1236490031005815e-05	0.0012094688136130571	1.346765685639184e-07	0.00032904231920838356	3.1437418783752946e-06	9.969197662940132e-07	3.474550567261758e-07	3.2940206438070163e-06	9.394528206030373e-06	2.3177000912255608e-05	0.00428031338378787	1.4422013583370585e-09
11	11	contig_12	10781	13	chromosome.Proteobacteria	0.0038244493771344423	0.0009107788209803402	7.379190356004983e-05	0.0001627004094189033	0.005748099181801081	0.025313137099146843	2.8887390726595186e-05	0.00018973088299389929	1.8539839174991357e-06	6.51411653507239e-07	0.0001337644353043288	0.004728741478174925	2.8698757887468673e-05	0.8858906626701355	0.02735009789466858	1.0797719163235797e-08	1.9750917999772355e-05	0.011048909276723862	6.58437193123973e-06	0.0006320341490209103	4.323218945501139e-06	2.8837435820605606e-05	1.2843355534641887e-06	4.155065198574448e-07	2.128291498593171e-06	0.0007176332292146981	0.03315204009413719	3.5997436143020423e-09
12	12	contig_13	9737	26	plasmid.Proteobacteria	3.1545889669359894e-06	1.1030845143977785e-06	1.4135574019746855e-05	0.0004696549440268427	0.0006270161829888821	1.164305012935074e-05	7.806115576158845e-08	1.4060697139939293e-07	0.0005102086579427123	1.1481518413347658e-05	0.0004935777396894991	0.0003240187943447381	8.456824616587255e-06	0.1486726850271225	4.877718674833886e-05	2.7076699552708305e-05	5.959469126537442e-05	0.0003894316032528877	3.9663110129595225e-08	2.591858537925873e-05	3.379485497134738e-05	2.1785447188449325e-06	1.8682058566810156e-08	0.00033459861879236996	3.429846037761308e-05	0.00017561903223395348	0.8477213382720947	1.0272915851317066e-08
13	13	contig_14	9140	13	chromosome.Proteobacteria	0.040581513196229935	0.023665228858590126	0.003257835516706109	0.00039470670162700117	0.0285703893750906	0.04606655240058899	4.4143424020148814e-05	0.001784060150384903	6.702356131427223e-06	1.0668849427020177e-05	0.004560739267617464	0.01552657037973404	0.0010459675686433911	0.7487147450447083	0.043370138853788376	9.525037825142135e-08	0.00011231110693188384	0.025054870173335075	0.00019283917208667845	0.0013137534260749817	3.109758472419344e-05	3.053074760828167e-05	8.43393718241714e-05	5.318894977790478e-07	2.9171511414460838e-05	0.001679810811765492	0.01386948674917221	1.1619151791819604e-06
14	14	contig_15	9078	13	chromosome.unclassified	0.033243753015995026	0.006170111242681742	0.03944140300154686	0.0006122703198343515	0.0553056038916111	0.1431248039007187	4.000348053523339e-05	0.004792290274053812	7.360542440437712e-06	2.743934419413563e-05	0.001853802241384983	0.022927217185497284	0.0005334721063263714	0.43318307399749756	0.1259901076555252	1.3218011929438944e-07	0.0007134118932299316	0.01327845174819231	1.0330079931009095e-05	0.11110023409128189	1.700489519862458e-05	3.4768494515446946e-05	0.00027123058680444956	1.6438879413271934e-07	6.0954655054956675e-05	0.0008565342868678272	0.006403862964361906	1.4451238428137003e-07
15	15	contig_16	9021	26	unclassified.unclassified	0.010275210253894329	0.0038210207130759954	0.17248781025409698	0.006329167168587446	0.0706702470779419	0.021774128079414368	0.00018666779214981943	8.641305612400174e-05	0.0009198635816574097	0.0003457571438048035	0.010293056257069111	0.029105111956596375	0.0011836603516712785	0.11697705835103989	0.01485725399106741	2.343360938539263e-05	0.005324924364686012	0.024383366107940674	0.00012972098193131387	0.07172193378210068	0.0005579297430813313	0.0008721977355889976	1.5323465049732476e-05	0.00030373348272405565	0.0005345217068679631	0.007290240377187729	0.42952418327331543	6.043963821866782e-06
16	16	contig_17	8960	13	chromosome.unclassified	0.006887545343488455	0.0012483439641073346	0.09617330878973007	0.0049925004132092	0.08623101562261581	0.009433877654373646	2.9355438528000377e-05	0.00028383321478031576	0.031535837799310684	0.0007406881195493042	0.01804976910352707	0.038225095719099045	0.000685153529047966	0.452289342880249	0.04840410128235817	2.113222399202641e-05	0.003653760999441147	0.02416338585317135	4.019489551865263e-06	0.12834733724594116	0.0001567700965097174	3.0724171665497124e-05	4.083152089151554e-05	0.001858060248196125	0.0007350247469730675	0.0015966008650138974	0.04418236017227173	1.9592869193729712e-07
17	17	contig_18	8812	13	chromosome.Proteobacteria	3.2634682156640338e-06	0.0004458653274923563	3.713586522735568e-07	4.15553813581937e-07	0.00017998767725657672	4.3280826503178105e-05	1.1790084464280426e-08	1.6635472377402039e-07	5.328573706719908e-07	1.601886956414944e-09	5.474096838042897e-07	0.00016821635654196143	1.977558383714495e-08	0.9946152567863464	4.290073775337078e-05	1.564803980835805e-10	1.7642632244019296e-08	9.704710100777447e-05	2.4020650357670092e-08	5.669309643963061e-07	1.5379318929475971e-09	5.298562033573262e-09	2.1041919595621295e-10	2.0189213856269816e-08	5.9084812598086955e-09	3.7101301586517366e-07	0.004401189740747213	9.207817884895886e-13
18	18	contig_19	8727	23	plasmid.unclassified	0.00014199053111951798	1.3017092896916438e-05	0.031599145382642746	0.0072648958303034306	0.007189229596406221	0.0006497506401501596	0.0001043835945893079	8.139986312016845e-05	0.016023831441998482	0.0035147962626069784	0.00791128072887659	0.022841505706310272	0.00021979112352710217	0.01765517331659794	0.04558669403195381	0.0006380489794537425	0.007227352354675531	0.007457021623849869	2.5480542831246566e-07	0.006666602101176977	0.001856637536548078	0.00012697689817287028	1.1078031093347818e-05	0.6398209929466248	0.004250760655850172	0.01630975864827633	0.15419556200504303	0.0006421273574233055
19	19	contig_20	8515	13	chromosome.unclassified	0.03745752200484276	0.004319506231695414	0.0006954506388865411	0.0001965062110684812	0.016131440177559853	0.14891451597213745	0.0005768511327914894	0.0021088679786771536	0.00012787198647856712	7.642166565346997e-06	0.001927825971506536	0.014572436921298504	0.00032974069472402334	0.5971441864967346	0.10417178273200989	4.6038866940989465e-08	7.954437023727223e-05	0.018301114439964294	2.702345909710857e-06	0.016753671690821648	8.17261479824083e-06	0.00010223439312539995	6.89383305143565e-05	3.2640767244629387e-07	1.647355929890182e-05	0.0009366407175548375	0.035047680139541626	2.8802358542634465e-07
20	20	contig_21	8353	1	unclassified.unclassified	0.07322165369987488	0.16550196707248688	0.009642274118959904	0.0005162001471035182	0.04643269255757332	0.12546437978744507	0.00015038270794320852	0.0015237341867759824	7.158277003327385e-05	9.487364877713844e-06	0.0030598558951169252	0.01753958873450756	0.0007663345895707607	0.10191120952367783	0.0301342885941267	7.184572581309112e-08	0.00022589760192204267	0.01778215542435646	0.0015073284739628434	0.20365600287914276	2.2139938664622605e-05	0.00026485955459065735	0.0001387027296004817	5.873684585822048e-06	2.1779451344627887e-05	0.0011085905134677887	0.1993207335472107	2.4640556262056634e-07
21	21	contig_22	8223	13	chromosome.unclassified	0.016546888276934624	0.006522867362946272	0.037264540791511536	0.004900096450001001	0.05381649360060692	0.03866167739033699	0.000492995954118669	0.004178924951702356	0.001262701814994216	0.00033069433993659914	0.010108915157616138	0.04302726313471794	0.003015967085957527	0.3893314599990845	0.15746915340423584	6.414646122721024e-06	0.003687650663778186	0.028518961742520332	5.237524237600155e-05	0.17624837160110474	0.00021361438848543912	0.0003168807888869196	0.0009685045224614441	3.998259853688069e-05	0.0004685009189415723	0.005530234891921282	0.017017101868987083	7.921842666291923e-07
22	22	contig_23	8175	13	chromosome.unclassified	0.018657509237527847	0.004467946942895651	0.0697692260146141	0.0042158025316894054	0.05889574810862541	0.10044050216674805	0.0001551612513139844	0.000773363804910332	0.00026273253024555743	6.466099148383364e-05	0.002135991817340255	0.01859258860349655	0.0005280437762849033	0.5280366539955139	0.030040474608540535	7.77501190896146e-06	0.0014427114510908723	0.015668516978621483	5.014092675992288e-05	0.03715567663311958	0.00012606412929017097	0.0007389318197965622	4.989902663510293e-05	4.955849362886511e-05	0.0001002364806481637	0.0016647077864035964	0.1059085950255394	8.110974363262358e-07
23	23	contig_24	7939	13	chromosome.unclassified	0.013450603932142258	0.0026143398135900497	0.0017152567161247134	0.000411417888244614	0.014891640283167362	0.020029498264193535	2.7665113520924933e-05	0.0007686291937716305	0.0005592702073045075	2.864370799215976e-05	0.003904551500454545	0.016022808849811554	0.00027244703960604966	0.6330130696296692	0.010419485159218311	3.825301746473997e-07	0.0001404368958901614	0.012364480644464493	4.188633101875894e-05	0.00045053884969092906	2.9363574867602438e-05	3.743197885341942e-05	6.723495607730001e-05	7.706978067290038e-06	6.80247976561077e-05	0.0017102546989917755	0.2669517695903778	1.1325549849061645e-06
24	24	contig_25	7495	2	chromosome.unclassified	0.00036614868440665305	0.0008357862825505435	0.3591160476207733	0.00017883849795907736	0.003983458504080772	0.0031847998034209013	5.442359906737693e-06	3.655675027403049e-05	0.0011972520733252168	1.0893280887103174e-05	0.00014111731434240937	0.0027768518775701523	6.239106824068585e-06	0.42293882369995117	0.0015502205351367593	1.2601342405105243e-06	3.9215821743709967e-05	0.0008334406302310526	2.7867892882227352e-08	0.0030048007611185312	1.3871020200895146e-05	3.751951953745447e-05	1.3429089449346066e-06	7.111707418516744e-07	1.1547388567123562e-05	0.00014671093958895653	0.19958043098449707	5.972800067866046e-07
25	25	contig_26	7484	13	chromosome.Proteobacteria	0.00040089068352244794	0.0018378031672909856	6.500854215119034e-05	0.00016010717081371695	0.007734799291938543	0.0006415118696168065	1.070951270776277e-06	5.057885118731065e-06	0.0050319405272603035	6.843999926786637e-06	0.0012058364227414131	0.0018484150059521198	1.8049033315037377e-05	0.7971027493476868	0.0008426086860708892	1.5501088057590096e-07	4.763892502523959e-05	0.003639853559434414	1.104564262277563e-06	0.00014430338342208415	3.6444682791625382e-06	1.2702026879196637e-06	5.250844878901262e-07	5.395844709710218e-05	1.778899058990646e-05	0.00015730968152638525	0.17902976274490356	2.0195969341330056e-08
26	26	contig_27	7429	1	chromosome.unclassified	0.008738049305975437	0.19429339468479156	0.31219902634620667	0.0011160410940647125	0.02622370980679989	0.03288789093494415	0.00011001560051226988	0.00032180495327338576	0.008105057291686535	0.00020107287855353206	0.008429846726357937	0.04202592000365257	0.0008643584442324936	0.010252893902361393	0.034119073301553726	2.4544199277443113e-06	0.0019407924264669418	0.022900065407156944	2.733251494646538e-05	0.2434556931257248	0.00014276470756158233	0.00010125581320608035	5.516664168681018e-05	0.00047963319229893386	0.0002630398375913501	0.004196992143988609	0.046543609350919724	3.027777665920439e-06
27	27	contig_28	7424	2	chromosome.unclassified	0.0037967171519994736	0.0005199016304686666	0.1923370510339737	0.00908950436860323	0.1391400247812271	0.012585151009261608	3.859045682474971e-05	0.0005187534843571484	0.0011025300482288003	0.00034566494286991656	0.0075102937407791615	0.05228109285235405	0.0002794116735458374	0.16082318127155304	0.1552397459745407	2.6261157017870573e-06	0.006310780066996813	0.01932941935956478	7.454902402059815e-07	0.21359533071517944	0.00020665083138737828	0.00010239125549560413	5.491567208082415e-05	0.00013367329665925354	0.00048189875087700784	0.0008355288300663233	0.02333465777337551	3.7614461234625196e-06
28	28	contig_29	7372	13	chromosome.unclassified	0.015327359549701214	0.0024652478750795126	0.05160849168896675	0.007710749749094248	0.04944245517253876	0.13928116858005524	0.002415621420368552	0.0031138763297349215	9.820517880143598e-05	0.00024801562540233135	0.0040900553576648235	0.02423793077468872	0.002173611894249916	0.473501056432724	0.04754182696342468	3.840708450297825e-05	0.0012704312102869153	0.02035747468471527	3.9102178561734036e-05	0.04452509060502052	0.0007098063942976296	0.006325454916805029	0.00025550296413712204	1.8365452660873416e-06	0.00027006352320313454	0.004447688814252615	0.09849419444799423	9.245402907254174e-06
29	29	contig_30	7356	5	unclassified.unclassified	0.05345269665122032	0.015043149702250957	0.03654155507683754	0.0022261564154177904	0.0620872788131237	0.27005231380462646	0.000334068521624431	0.0019283745205029845	5.7763118093134835e-05	3.58443649020046e-05	0.004549630451947451	0.014502565376460552	0.00218782015144825	0.11176299303770065	0.09003926068544388	4.074055084402062e-07	0.0013648626627400517	0.018555527552962303	0.0013735895045101643	0.02178988605737686	0.00013221839617472142	0.0016142819076776505	0.0007380254683084786	3.874303899920051e-07	8.044248534133658e-05	0.0035926352720707655	0.28595587611198425	3.5270821285848797e-07
30	30	contig_31	7182	13	unclassified.Proteobacteria	0.003401534864678979	7.084494427544996e-05	0.017769016325473785	0.021079232916235924	0.03464893624186516	0.0356115959584713	0.0018333018524572253	0.0009433093946427107	0.0003395884996280074	0.0007787954527884722	0.007573659066110849	0.022647805511951447	0.003104671835899353	0.45919832587242126	0.056791406124830246	0.00012714539479929954	0.004079535137861967	0.022227510809898376	2.8642268716794206e-06	0.040625277906656265	0.0018516570562496781	0.0026236374396830797	0.0001550824090372771	2.6865038307732902e-05	0.0011374372988939285	0.011177510023117065	0.25016525387763977	8.20675995782949e-06
31	31	contig_32	7173	13	chromosome.unclassified	0.011704712174832821	0.000589533883612603	0.007525210734456778	0.00023728481028228998	0.09168881177902222	0.05473881959915161	5.290944955049781e-06	0.00016276216774713248	0.0028218489605933428	2.9791770430165343e-05	0.004835375119000673	0.02923671342432499	0.00013321431470103562	0.6754472255706787	0.03761034831404686	1.0917511872321484e-07	0.0002191193198086694	0.01312314998358488	2.8199212920299033e-07	0.00437937444075942	6.909114745212719e-06	2.798934701786493e-06	2.1459097752085654e-06	5.716630369079212e-08	4.928679481963627e-05	0.00022559329227078706	0.06522399932146072	2.0067609796114994e-07
32	32	contig_33	7160	13	chromosome.unclassified	0.005950208753347397	0.0006867667543701828	0.011969088576734066	0.015174172818660736	0.11283760517835617	0.01630443148314953	0.0007589951273985207	0.0005132058868184686	0.004319468978792429	0.00039618907612748444	0.02564268745481968	0.01975688524544239	0.0018484689062461257	0.5299006104469299	0.11706462502479553	1.7835473045124672e-05	0.003619016148149967	0.027733996510505676	1.665097261138726e-05	0.025597942993044853	0.0006621041684411466	0.0018060478614643216	0.00012976358993910253	0.00022982056543696672	0.000577421160414815	0.0037963849026709795	0.07268951088190079	1.641785161154985e-07
33	33	contig_34	7088	2	unclassified.unclassified	0.003110703779384494	0.0010359339648857713	0.13880513608455658	0.00031936101731844246	0.028237981721758842	0.028538107872009277	5.1775609790638555e-06	0.0002604045730549842	8.165621693478897e-05	1.3415668945526704e-05	0.001341792638413608	0.0030593101400882006	9.546861838316545e-05	0.22708074748516083	0.02596113085746765	1.573873760207789e-07	0.0001368034427287057	0.003623784286901355	3.900825049640844e-06	0.11629101634025574	1.536244963062927e-05	4.016364982817322e-05	2.6020934456028044e-05	2.9722098133788677e-06	3.2489253499079496e-05	0.0005851934547536075	0.42129573225975037	6.144507125327436e-08
34	34	contig_35	6993	13	unclassified.Proteobacteria	0.00785250123590231	0.001811273512430489	0.0003300042590126395	0.0007392361294478178	0.008079891093075275	0.022779062390327454	0.00047392371925525367	0.0005803212989121675	0.0012941433815285563	3.4871343814302236e-05	0.005648138467222452	0.007330855820327997	0.001842315774410963	0.508460521697998	0.05512753129005432	9.101790396925935e-07	0.0003611041756812483	0.012391840107738972	3.061364623135887e-05	0.00649244012311101	3.4140732168452814e-05	0.00019872265693265945	5.361031799111515e-05	3.085155913140625e-05	0.000105098239146173	0.012374221347272396	0.3455410301685333	7.885459467615874e-07
35	35	contig_36	6973	13	chromosome.Proteobacteria	2.640439743117895e-05	1.921321927511599e-05	7.724721217527986e-05	5.352780590328621e-06	0.001082295784726739	0.00013108116399962455	3.8356798626182353e-08	1.1417151654313784e-05	1.3636763469548896e-06	5.103452167531941e-07	2.2701366106048226e-05	0.0003239098296035081	6.909502303642512e-07	0.9922695159912109	0.0009951185202226043	1.2258081660831976e-08	1.6204221537918784e-06	0.0001647162571316585	4.83365036885175e-09	2.6798268663696945e-05	3.916000821391208e-07	3.994331265744222e-08	1.4388393765329965e-07	2.1450892973007285e-07	9.953272410712088e-07	6.856848358438583e-06	0.004831272643059492	4.982569734579556e-08
36	36	contig_37	6899	5	chromosome.unclassified	0.09237641841173172	0.061727460473775864	0.021254993975162506	0.0005182490567676723	0.03086080588400364	0.1832718849182129	0.00011298686149530113	0.005180902313441038	0.00013211596524342895	1.285316830035299e-05	0.0025284115690737963	0.023456552997231483	0.0012024948373436928	0.2744511067867279	0.04113657772541046	2.135702601435696e-07	0.0002983841113746166	0.018588479608297348	0.0008164110477082431	0.2131398469209671	3.50196824001614e-05	0.00016705012239981443	0.0006269753794185817	7.037679552013287e-06	3.087394361500628e-05	0.002047274960204959	0.026015548035502434	3.0534274628735147e-06
37	37	contig_38	6883	13	chromosome.Proteobacteria	7.431983976857737e-05	0.0004574137565214187	0.24422122538089752	4.99099405715242e-06	0.003609034465625882	0.0010322994785383344	6.548727782274e-08	1.4025317796040326e-05	1.0408992238808423e-05	3.7472966596396873e-07	2.1318999642971903e-05	0.0026889496948570013	1.5216751592106448e-07	0.7158752083778381	0.0038005157839506865	1.4688841254439922e-09	2.206651743108523e-06	0.00017602126172278076	3.0972835407538923e-09	0.022829214110970497	9.399466449622196e-08	8.74075354317938e-08	3.994698261067242e-08	1.9799462336322904e-07	6.899948061800387e-07	1.4604464695366914e-06	0.005179623607546091	6.492488768827798e-10
38	38	contig_39	6846	13	chromosome.Proteobacteria	0.0025018814485520124	0.002585050417110324	0.04333577677607536	0.0002171407686546445	0.029939837753772736	0.0065633743070065975	4.477846232475713e-06	0.0001951346785062924	0.00022011100372765213	1.904723103507422e-05	0.0007180782849900424	0.010956103913486004	2.7581851099967025e-05	0.8428626656532288	0.035800520330667496	7.377393984597802e-08	0.0001863690122263506	0.004281449597328901	6.955428943911102e-07	0.011148612014949322	1.7938999690159108e-06	1.106998638533696e-06	2.819004521370516e-06	2.2533735943852662e-07	4.44059151050169e-05	9.189075353788212e-05	0.008293811231851578	1.6455407703119818e-08
39	39	contig_40	6675	13	chromosome.Proteobacteria	0.0033174462150782347	0.00011727528180927038	0.004768087062984705	0.0007315832772292197	0.05208678916096687	0.07222440093755722	0.0001887457474367693	0.0059797074645757675	9.135462164522323e-07	9.67960568232229e-06	0.00037880847230553627	0.0018817251548171043	0.00018454021483194083	0.7448872923851013	0.09485111385583878	3.487660933387815e-07	0.00012219710333738476	0.003855218878015876	1.140574113378534e-06	0.004499081522226334	4.710947905550711e-05	0.00028401301824487746	0.0003779329126700759	5.759340027111648e-08	1.555867856950499e-05	0.0001939638750627637	0.008994605392217636	7.184560786299699e-07
40	40	contig_41	6655	13	chromosome.Proteobacteria	0.000864918518345803	0.004655734170228243	7.146305870264769e-05	3.589177140383981e-05	0.00592835946008563	0.003360658185556531	4.296841780160321e-06	3.822845246759243e-05	0.0001571389293530956	3.1815650345379254e-06	0.0006086386856622994	0.007574877236038446	1.926162985910196e-05	0.8247599601745605	0.07160579413175583	3.946626137008025e-08	2.239187051600311e-05	0.007832149975001812	2.6300756417185767e-07	0.0012216322356835008	1.3563885659095831e-06	9.158572424894373e-07	1.5614641597494483e-06	1.1874159099534154e-05	8.036798135435674e-06	0.00013837941514793783	0.07107290625572205	1.0351373980199696e-08
41	41	contig_42	6615	13	chromosome.Proteobacteria	0.0008269548416137695	4.69199267172371e-06	0.0002660755126271397	0.006198706105351448	0.0032513877376914024	0.09116537123918533	0.0006448663771152496	2.7948233764618635e-05	1.9771643565036356e-05	1.5434825400006957e-06	6.638771446887404e-05	0.00032427997211925685	2.2566537154489197e-05	0.7531957626342773	0.007308388594537973	7.55472413516145e-08	1.936876833497081e-05	0.0015903053572401404	3.733029885211181e-08	0.0032199739944189787	0.00013529203715734184	0.008004073053598404	7.997010129656701e-07	1.0272963635316046e-07	4.624973371392116e-06	0.00109864363912493	0.12260204553604126	2.3253703407277726e-09
